Sentence #	Word	POS	Tag
Sentence 548	,	PUNCT	O
Sentence 548	viu	VERB	O
Sentence 548	!	PUNCT	O
Sentence 548	?	PUNCT	O
Sentence 548	https://t.co/NzLuA8RMNW	PROPN	O
Sentence 549	@Bruninhasousa03	PROPN	O
Sentence 549	Te	VERB	O
Sentence 549	amo	VERB	O
Sentence 549	amorrrrr	NOUN	O
Sentence 549	❤	PROPN	O
Sentence 549	️	PROPN	O
Sentence 549	❤	PROPN	O
Sentence 549	️	PROPN	O
Sentence 549	❤	PROPN	O
Sentence 549	️	PROPN	O
Sentence 550	TEMER	PROPN	B-person
Sentence 550	TEM	VERB	O
Sentence 550	QUE	SCONJ	O
Sentence 550	PAGAR	VERB	O
Sentence 550	PELO	PROPN	O
Sentence 550	Q	ADP	O
Sentence 550	FEZ	NOUN	O
Sentence 550	,	PUNCT	O
Sentence 550	Ñ	PROPN	O
Sentence 550	É	VERB	O
Sentence 550	JUSTO	PROPN	O
Sentence 550	FICAR	PROPN	O
Sentence 550	IMPUNE	PROPN	O
Sentence 551	Tomar	PROPN	O
Sentence 551	no	PROPN	O
Sentence 551	cu	PROPN	O
Sentence 551	d	ADP	O
Sentence 551	essa	DET	O
Sentence 551	matéria	NOUN	O
Sentence 551	de	ADP	O
Sentence 551	economia	NOUN	O
Sentence 551	política	ADJ	O
Sentence 551	internacional	ADJ	O
Sentence 551	que	PRON	O
Sentence 551	não	ADV	O
Sentence 551	acaba	VERB	O
Sentence 551	😭	PROPN	O
Sentence 552	Hoje	ADV	O
Sentence 552	é	VERB	O
Sentence 552	dia	NOUN	O
Sentence 552	de	ADP	O
Sentence 552	ouvir	VERB	O
Sentence 552	Britney	PROPN	B-person
Sentence 552	old	PROPN	O
Sentence 552	school	PROPN	O
Sentence 552	e	CCONJ	O
Sentence 552	fingir	VERB	O
Sentence 552	que	SCONJ	O
Sentence 552	nenhuma	DET	O
Sentence 552	frustração	NOUN	O
Sentence 552	me	PRON	O
Sentence 552	irrita	ADJ	O
Sentence 553	Ritinha	NOUN	B-person
Sentence 553	vai	VERB	O
Sentence 553	pro	PROPN	O
Sentence 553	Rio	PROPN	B-location
Sentence 553	de	ADP	I-location
Sentence 553	Janeiro	PROPN	I-location
Sentence 553	.	PUNCT	O
Sentence 553	Como	ADV	O
Sentence 553	queria	NOUN	O
Sentence 553	.	PUNCT	O
Sentence 553	#	PROPN	O
Sentence 553	AForçaDoQuerer	PROPN	O
Sentence 553	.	PUNCT	O
Sentence 554	@revivalforbes	PROPN	O
Sentence 554	@bchartsnet	PROPN	O
Sentence 554	Não	ADV	O
Sentence 554	gostou	VERB	O
Sentence 554	?	PUNCT	O
Sentence 554	Enfia	NOUN	O
Sentence 554	um	DET	O
Sentence 554	rojão	NOUN	O
Sentence 554	no	ADJ	O
Sentence 554	cu	PROPN	O
Sentence 554	e	CCONJ	O
Sentence 554	sai	AUX	O
Sentence 554	voando	VERB	O
Sentence 555	@lastmem0ries	PROPN	O
Sentence 555	vdd	ADV	O
Sentence 555	,	PUNCT	O
Sentence 555	boa	ADJ	O
Sentence 555	ideia	NOUN	O
Sentence 555	,	PUNCT	O
Sentence 555	vou	AUX	O
Sentence 555	tentar	VERB	O
Sentence 555	amanhã	ADV	O
Sentence 555	😊	PROPN	O
Sentence 556	Bichinho	PROPN	O
Sentence 556	kkkkkk	PROPN	O
Sentence 556	❤	PROPN	O
Sentence 556	https://t.co/z6CIRbgw0P	PROPN	O
Sentence 557	@Suucarvalhaes	ADP	O
Sentence 557	aprendi	VERB	O
Sentence 557	cm	ADV	O
Sentence 557	a	DET	O
Sentence 557	melhor	ADJ	O
Sentence 557	😍	VERB	O
Sentence 557	❤	NOUN	O
Sentence 558	@Igoor_Oliveiira	PROPN	O
Sentence 558	Tu	PROPN	O
Sentence 558	tem	VERB	O
Sentence 558	casa	NOUN	O
Sentence 558	,	PUNCT	O
Sentence 558	comida	NOUN	O
Sentence 558	na	PROPN	O
Sentence 558	mesa	ADJ	O
Sentence 558	e	CCONJ	O
Sentence 558	familia	NOUN	O
Sentence 558	,	PUNCT	O
Sentence 558	isso	PRON	O
Sentence 558	já	ADV	O
Sentence 558	e	CCONJ	O
Sentence 558	um	DET	O
Sentence 558	grande	ADJ	O
Sentence 558	motivo	NOUN	O
Sentence 558	pra	ADP	O
Sentence 558	ser	VERB	O
Sentence 558	feliz	ADJ	O
Sentence 558	.	PUNCT	O
Sentence 559	É	VERB	O
Sentence 559	uma	DET	O
Sentence 559	inversão	NOUN	O
Sentence 559	de	ADP	O
Sentence 559	valores	NOUN	O
Sentence 559	que	PRON	O
Sentence 559	eu	PRON	O
Sentence 559	fico	VERB	O
Sentence 559	abismada	VERB	O
Sentence 560	Senti	PROPN	O
Sentence 560	sdds	VERB	O
Sentence 560	de	ADP	O
Sentence 560	conversa	NOUN	O
Sentence 560	assim	ADV	O
Sentence 560	com	ADP	O
Sentence 560	tal	DET	O
Sentence 560	pessoa	NOUN	O
Sentence 561	Esse	DET	O
Sentence 561	ano	NOUN	O
Sentence 561	meu	DET	O
Sentence 561	niver	NOUN	O
Sentence 561	só	ADV	O
Sentence 561	vai	AUX	O
Sentence 561	tá	VERB	O
Sentence 561	os	PRON	O
Sentence 561	que	PRON	O
Sentence 561	fecha	VERB	O
Sentence 561	cmg	VERB	O
Sentence 562	Tudo	PRON	O
Sentence 562	que	PRON	O
Sentence 562	muda	VERB	O
Sentence 562	no	VERB	O
Sentence 562	processo	NOUN	O
Sentence 562	de	ADP	O
Sentence 562	demissão	NOUN	O
Sentence 562	com	ADP	O
Sentence 562	a	DET	O
Sentence 562	nova	ADJ	O
Sentence 562	CLT	PROPN	O
Sentence 562	https://t.co/OZbOF3TOUR	PROPN	O
Sentence 563	Mas	PUNCT	O
Sentence 563	segue	VERB	O
Sentence 563	o	DET	O
Sentence 563	baile	NOUN	O
Sentence 564	@jullianamends	PROPN	O
Sentence 564	@beasweet20	PROPN	O
Sentence 564	pq	VERB	O
Sentence 564	se	SCONJ	O
Sentence 564	não	ADV	O
Sentence 564	for	VERB	O
Sentence 564	assim	ADV	O
Sentence 564	eu	PRON	O
Sentence 564	continuo	AUX	O
Sentence 564	acreditando	VERB	O
Sentence 564	q	ADP	O
Sentence 564	vc	PROPN	O
Sentence 564	não	ADV	O
Sentence 564	é	VERB	O
Sentence 564	hetero	PROPN	O
Sentence 564	https://t.co/0B7obj57Fs	PROPN	O
Sentence 565	@BuuHOx	ADV	O
Sentence 565	Deu	VERB	O
Sentence 565	uma	DET	O
Sentence 565	vontade	NOUN	O
Sentence 565	d	ADP	O
Sentence 565	essa	DET	O
Sentence 565	piscina	NOUN	O
Sentence 565	🙂	NUM	O
Sentence 566	Puta	NOUN	O
Sentence 566	merda	PROPN	O
Sentence 566	,	PUNCT	O
Sentence 566	tô	ADP	O
Sentence 566	quebrada	VERB	O
Sentence 567	@lulubehs	NOUN	O
Sentence 567	@TomioGustavo	PUNCT	O
Sentence 567	quem	PRON	O
Sentence 567	te	PRON	O
Sentence 567	alegrou	VERB	O
Sentence 567	hj	INTJ	O
Sentence 567	?	PUNCT	O
Sentence 567	?	PUNCT	O
Sentence 568	@linealmeidax	PROPN	O
Sentence 568	Oiii	VERB	O
Sentence 568	tudo	PRON	O
Sentence 568	boa	ADV	O
Sentence 568	?	PUNCT	O
Sentence 569	@gabiihroch	ADV	O
Sentence 569	check	VERB	O
Sentence 569	up	PROPN	O
Sentence 569	.	PUNCT	O
Sentence 569	Segundo	ADP	O
Sentence 569	minha	DET	O
Sentence 569	mãe	NOUN	O
Sentence 569	,	PUNCT	O
Sentence 569	do	ADP	O
Sentence 569	jeito	NOUN	O
Sentence 569	que	PRON	O
Sentence 569	eu	PRON	O
Sentence 569	vivo	NOUN	O
Sentence 569	devo	AUX	O
Sentence 569	ter	VERB	O
Sentence 569	algo	DET	O
Sentence 569	fudido	NOUN	O
Sentence 570	ANIMALS	ADP	B-organization
Sentence 570	AS	DET	I-organization
Sentence 570	LEADERS	PROPN	I-organization
Sentence 570	anuncia	VERB	O
Sentence 570	oficialmente	ADV	O
Sentence 570	show	NOUN	O
Sentence 570	de	ADP	O
Sentence 570	estreia	NOUN	O
Sentence 570	no	PROPN	O
Sentence 570	Brasil	PROPN	B-location
Sentence 570	https://t.co/28Llmhny6E	PROPN	O
Sentence 571	@abdalla_01	PROPN	O
Sentence 571	_	PROPN	O
Sentence 571	@maattar	PROPN	O
Sentence 571	_	PROPN	O
Sentence 571	Que	SCONJ	O
Sentence 571	a	DET	O
Sentence 571	gente	NOUN	O
Sentence 571	vai	AUX	O
Sentence 571	fazer	VERB	O
Sentence 571	zé	NOUN	O
Sentence 572	só	ADV	O
Sentence 572	uns	DET	O
Sentence 572	bjs	NOUN	O
Sentence 572	que	SCONJ	O
Sentence 572	eu	PRON	O
Sentence 572	poderia	AUX	O
Sentence 572	ter	AUX	O
Sentence 572	dado	VERB	O
Sentence 572	hj	PROPN	O
Sentence 572	💔	PROPN	O
Sentence 573	~	NOUN	O
Sentence 573	`	NOUN	O
Sentence 573	Na	PROPN	O
Sentence 573	Real	PROPN	O
Sentence 573	Homem	PROPN	O
Sentence 573	Não	ADV	O
Sentence 573	Presta	PROPN	O
Sentence 573	MSM	PROPN	O
Sentence 573	,	PUNCT	O
Sentence 573	!	PUNCT	O
Sentence 573	Não	ADV	O
Sentence 573	Adianta	VERB	O
Sentence 573	Ele	PRON	O
Sentence 573	Dizer	VERB	O
Sentence 573	Que	PROPN	O
Sentence 573	Ama	PROPN	O
Sentence 573	e	CCONJ	O
Sentence 573	Os	DET	O
Sentence 573	Krlh	PROPN	O
Sentence 573	a4	PROPN	O
Sentence 573	,	PUNCT	O
Sentence 573	No	PROPN	O
Sentence 573	Final	PROPN	O
Sentence 573	Eles	PRON	O
Sentence 573	Sempre	ADV	O
Sentence 573	Tacam	VERB	O
Sentence 573	O	DET	O
Sentence 573	FODA	PROPN	O
Sentence 573	-	PUNCT	O
Sentence 573	SE	NUM	O
Sentence 573	e	PUNCT	O
Sentence 573	Te	PROPN	O
Sentence 573	Trocam	VERB	O
Sentence 573	Por	ADP	O
Sentence 573	Outra	DET	O
Sentence 573	💔	NOUN	O
Sentence 573	👎	VERB	O
Sentence 574	@KarlaJess	PROPN	O
Sentence 574	Quaaaaase	NOUN	O
Sentence 574	n	ADP	O
Sentence 574	essa	DET	O
Sentence 575	@igorr_fernandes	PROPN	O
Sentence 575	ACABEI	PROPN	O
Sentence 575	DE	ADP	O
Sentence 575	TERMINAR	PROPN	O
Sentence 575	to	PROPN	O
Sentence 575	estranha	ADJ	O
Sentence 576	O	DET	O
Sentence 576	àlcool	NOUN	O
Sentence 576	smp	AUX	O
Sentence 576	faz	VERB	O
Sentence 576	seu	DET	O
Sentence 576	efeito	NOUN	O
Sentence 577	escutando	VERB	O
Sentence 577	o	DET	O
Sentence 577	áudio	NOUN	O
Sentence 577	e	CCONJ	O
Sentence 577	7	NUM	O
Sentence 577	minutos	SYM	O
Sentence 577	da	ADP	O
Sentence 577	danisi	VERB	O
Sentence 577	...	PUNCT	O
Sentence 578	Primeira	ADJ	O
Sentence 578	classe	NOUN	O
Sentence 578	vai	AUX	O
Sentence 578	ficar	VERB	O
Sentence 578	com	ADP	O
Sentence 578	boqueira	NOUN	O
Sentence 578	?	PUNCT	O
Sentence 578	—	NUM	O
Sentence 578	Ke	PROPN	O
Sentence 578	https://t.co/1XO1VZSQWy	PUNCT	O
Sentence 579	esqueci	NOUN	O
Sentence 579	de	ADP	O
Sentence 579	contar	VERB	O
Sentence 579	o	DET	O
Sentence 579	perrengue	NOUN	O
Sentence 579	de	ADP	O
Sentence 579	ontem	ADV	O
Sentence 580	Gente	NOUN	O
Sentence 580	que	PRON	O
Sentence 580	dorme	VERB	O
Sentence 580	no	ADP	O
Sentence 580	busao	PROPN	O
Sentence 580	passa	VERB	O
Sentence 580	do	ADP	O
Sentence 580	ponto	NOUN	O
Sentence 580	e	CCONJ	O
Sentence 580	vai	AUX	O
Sentence 580	parar	VERB	O
Sentence 580	na	ADP	O
Sentence 580	pqp	VERB	O
Sentence 580	me	PRON	O
Sentence 580	add	PROPN	O
Sentence 581	Os	DET	O
Sentence 581	dois	NUM	O
Sentence 581	https://t.co/dN1MWlkaD2	SYM	O
Sentence 582	Agora	ADV	O
Sentence 582	estou	VERB	O
Sentence 582	pensado	VERB	O
Sentence 582	no	ADP	O
Sentence 582	fato	NOUN	O
Sentence 582	que	SCONJ	O
Sentence 582	eu	PRON	O
Sentence 582	não	ADV	O
Sentence 582	tenho	VERB	O
Sentence 582	namoradinhx	NOUN	O
Sentence 582	,	PUNCT	O
Sentence 582	quero	VERB	O
Sentence 582	um	NUM	O
Sentence 582	pra	ADP	O
Sentence 582	ser	VERB	O
Sentence 582	o	DET	O
Sentence 582	meu	DET	O
Sentence 582	Bbyu	PROPN	O
Sentence 582	,	PUNCT	O
Sentence 582	aaaaaa	PROPN	O
Sentence 582	estou	AUX	O
Sentence 582	chorando	VERB	O
Sentence 582	dnv	NUM	O
Sentence 583	Dor	NOUN	O
Sentence 583	de	ADP	O
Sentence 583	cabeça	NOUN	O
Sentence 583	é	VERB	O
Sentence 583	uma	DET	O
Sentence 583	coisa	NOUN	O
Sentence 583	tão	ADV	O
Sentence 583	desnecessária	ADJ	O
Sentence 583	,	PUNCT	O
Sentence 583	odeio	NOUN	O
Sentence 584	Procurando	VERB	O
Sentence 584	a	DET	O
Sentence 584	resposta	NOUN	O
Sentence 584	do	ADV	O
Sentence 584	que	ADP	O
Sentence 584	eu	PRON	O
Sentence 584	tô	PRON	O
Sentence 584	fazendo	VERB	O
Sentence 584	com	ADP	O
Sentence 584	a	DET	O
Sentence 584	minha	DET	O
Sentence 584	vida	NOUN	O
Sentence 584	,	PUNCT	O
Sentence 584	pq	PROPN	O
Sentence 584	olha	PROPN	O
Sentence 584	não	ADV	O
Sentence 584	dá	VERB	O
Sentence 584	mais	ADV	O
Sentence 585	No	ADP	O
Sentence 585	final	VERB	O
Sentence 585	ela	PRON	O
Sentence 585	ganhou	VERB	O
Sentence 585	e	CCONJ	O
Sentence 585	eu	PRON	O
Sentence 585	perdi	VERB	O
Sentence 585	td	VERB	O
Sentence 585	aquilo	PRON	O
Sentence 585	q	PRON	O
Sentence 585	mais	ADV	O
Sentence 585	valorizei	ADJ	O
Sentence 585	e	CCONJ	O
Sentence 585	para	ADP	O
Sentence 585	não	ADV	O
Sentence 585	perder	VERB	O
Sentence 585	,	PUNCT	O
Sentence 585	eu	PRON	O
Sentence 585	tentei	VERB	O
Sentence 585	e	CCONJ	O
Sentence 585	lutei	VERB	O
Sentence 585	,	PUNCT	O
Sentence 585	ela	PRON	O
Sentence 585	fica	VERB	O
Sentence 585	com	ADP	O
Sentence 585	a	DET	O
Sentence 585	glória	NOUN	O
Sentence 585	e	CCONJ	O
Sentence 585	eu	PRON	O
Sentence 585	com	ADP	O
Sentence 585	a	DET	O
Sentence 585	sabedoria	NOUN	O
Sentence 586	minha	DET	O
Sentence 586	estratégia	NOUN	O
Sentence 586	:	PUNCT	O
Sentence 586	fingir	VERB	O
Sentence 586	que	SCONJ	O
Sentence 586	sou	VERB	O
Sentence 586	humilde	NOUN	O
Sentence 586	pra	ADP	O
Sentence 586	crescer	NOUN	O
Sentence 586	,	PUNCT	O
Sentence 586	ficar	VERB	O
Sentence 586	famoso	ADJ	O
Sentence 586	e	CCONJ	O
Sentence 586	rico	ADJ	O
Sentence 586	sendo	VERB	O
Sentence 586	na	DET	O
Sentence 586	vdd	DET	O
Sentence 586	desumilde	NOUN	O
Sentence 586	e	CCONJ	O
Sentence 586	mandando	VERB	O
Sentence 586	o	DET	O
Sentence 586	fake	NOUN	O
Sentence 586	…	PROPN	O
Sentence 586	https://t.co/9TTMtcnUfi	ADJ	O
Sentence 587	ainda	ADV	O
Sentence 587	vai	AUX	O
Sentence 587	ter	VERB	O
Sentence 587	na	DET	O
Sentence 587	trilha	NOUN	O
Sentence 587	sonora	ADJ	O
Sentence 587	Moraes	PROPN	B-person
Sentence 587	Moreira	PROPN	I-person
Sentence 587	,	PUNCT	O
Sentence 587	Elza	PROPN	B-person
Sentence 587	Soares	PROPN	I-person
Sentence 587	,	PUNCT	O
Sentence 587	Chico	PROPN	B-person
Sentence 587	Buarque	PROPN	I-person
Sentence 587	...	PUNCT	O
Sentence 588	Beijar	PROPN	O
Sentence 588	na	PROPN	O
Sentence 588	boca	PROPN	O
Sentence 588	é	VERB	O
Sentence 588	ótimo	ADJ	O
Sentence 588	mas	CCONJ	O
Sentence 588	vcs	PROPN	O
Sentence 588	já	ADV	O
Sentence 588	resolveram	VERB	O
Sentence 588	uma	DET	O
Sentence 588	questão	NOUN	O
Sentence 588	gigante	ADJ	O
Sentence 588	e	CCONJ	O
Sentence 588	difícil	ADJ	O
Sentence 588	de	ADP	O
Sentence 588	geometria	NOUN	O
Sentence 588	analítica	ADJ	O
Sentence 588	de	ADP	O
Sentence 588	primeira	NOUN	O
Sentence 588	?	PUNCT	O
Sentence 588	?	PUNCT	O
Sentence 588	?	PUNCT	O
Sentence 588	?	PUNCT	O
Sentence 588	É	VERB	O
Sentence 588	wonderful	ADJ	O
Sentence 589	@JFMattarazo	NOUN	O
Sentence 589	Não	ADV	O
Sentence 589	consigo	VERB	O
Sentence 589	meu	DET	O
Sentence 589	pensamento	NOUN	O
Sentence 589	e	CCONJ	O
Sentence 589	um	DET	O
Sentence 589	só	ADV	O
Sentence 589	😭	NOUN	O
Sentence 590	@beatrizbfr	PROPN	O
Sentence 590	_	PROPN	O
Sentence 590	PERA	PROPN	O
Sentence 590	É	VERB	O
Sentence 590	A	DET	O
Sentence 590	DE	PROPN	O
Sentence 590	JOGO	PROPN	O
Sentence 590	?	PUNCT	O
Sentence 591	@paola_barbosaa	PROPN	O
Sentence 591	Não	ADV	O
Sentence 591	me	PRON	O
Sentence 591	fale	VERB	O
Sentence 591	em	ADP	O
Sentence 591	saudades	NOUN	O
Sentence 591	,	PUNCT	O
Sentence 591	eu	PRON	O
Sentence 591	te	PRON	O
Sentence 591	amo	VERB	O
Sentence 591	muito	ADV	O
Sentence 591	menina	NOUN	O
Sentence 591	!	PUNCT	O
Sentence 591	!	PUNCT	O
Sentence 591	lembra	VERB	O
Sentence 591	d	ADP	O
Sentence 591	aquele	DET	O
Sentence 591	texto	NOUN	O
Sentence 591	no	ADP	O
Sentence 591	whats	PROPN	O
Sentence 591	quando	ADV	O
Sentence 591	se	PRON	O
Sentence 591	sentir	VERB	O
Sentence 591	mal	ADV	O
Sentence 591	,	PUNCT	O
Sentence 591	ta	NUM	O
Sentence 591	?	PUNCT	O
Sentence 591	linda	VERB	O
Sentence 591	!	PUNCT	O
Sentence 592	@AymaRusch	PROPN	O
Sentence 592	nunca	ADV	O
Sentence 592	mi	PROPN	O
Sentence 592	puti	ADJ	O
Sentence 592	linda	VERB	O
Sentence 592	❤	PROPN	O
Sentence 592	😽	PROPN	O
Sentence 593	ja	PROPN	O
Sentence 593	pode	AUX	O
Sentence 593	ficar	VERB	O
Sentence 593	pelada	VERB	O
Sentence 594	@_ChristopherA	NUM	O
Sentence 594	vc	NUM	O
Sentence 594	ta	NUM	O
Sentence 594	por	ADP	O
Sentence 594	fora	ADV	O
Sentence 594	manezão	NOUN	O
Sentence 594	bdsajhbdahjbadshjads	ADJ	O
Sentence 595	Lula	PROPN	B-person
Sentence 595	chama	VERB	O
Sentence 595	87	NUM	O
Sentence 595	testemunhas	NOUN	O
Sentence 595	e	CCONJ	O
Sentence 595	Moro	PROPN	B-person
Sentence 595	exige	VERB	O
Sentence 595	sua	DET	O
Sentence 595	presença	NOUN	O
Sentence 595	em	ADP	O
Sentence 595	cada	DET	O
Sentence 595	audiência	NOUN	O
Sentence 595	O	DET	O
Sentence 595	juiz	NOUN	O
Sentence 595	federal	ADJ	O
Sentence 595	Sérgio	PROPN	B-person
Sentence 595	Moro	PROPN	O
Sentence 595	autorizou	VERB	O
Sentence 595	n	ADP	O
Sentence 595	esta	PRON	O
Sentence 595	...	PUNCT	O
Sentence 595	https://t.co/Z1ktAa7PMH	PROPN	O
Sentence 596	Vou	VERB	O
Sentence 596	n	ADP	O
Sentence 596	essa	DET	O
Sentence 596	🙇	NOUN	O
Sentence 596	🏻‍	VERB	O
Sentence 596	♀	VERB	O
Sentence 596	️	PROPN	O
Sentence 596	😴	PROPN	O
Sentence 597	@gabbisampaioo	NOUN	O
Sentence 597	Sou	PROPN	O
Sentence 597	mto	NOUN	O
Sentence 597	d	ADP	O
Sentence 597	essas	PRON	O
Sentence 597	.	PUNCT	O
Sentence 597	Falta	NOUN	O
Sentence 597	só	ADV	O
Sentence 597	comprar	VERB	O
Sentence 597	as	DET	O
Sentence 597	roupas	NOUN	O
Sentence 597	mesmo	PROPN	O
Sentence 597	KKKKKKOO	PROPN	O
Sentence 598	Sheila	PROPN	B-person
Sentence 598	Mello	PROPN	I-person
Sentence 598	sambou	VERB	O
Sentence 598	na	PROPN	O
Sentence 598	cara	PROPN	O
Sentence 598	!	PUNCT	O
Sentence 598	!	PUNCT	O
Sentence 598	!	PUNCT	O
Sentence 598	!	PUNCT	O
Sentence 598	10	NUM	O
Sentence 598	+	SYM	O
Sentence 598	10	NUM	O
Sentence 598	+	NOUN	O
Sentence 598	10	NUM	O
Sentence 598	=	NUM	O
Sentence 598	30	NUM	O
Sentence 598	pontos	SYM	O
Sentence 598	!	PUNCT	O
Sentence 598	!	PUNCT	O
Sentence 598	!	PUNCT	O
Sentence 598	:o	PUNCT	O
Sentence 598	#	NOUN	O
Sentence 598	DancingBrasil	PROPN	O
Sentence 599	Na	ADP	O
Sentence 599	ligação	NOUN	O
Sentence 599	❤	PROPN	O
Sentence 600	@tamiressaragao	VERB	O
Sentence 600	kkkkkkkkkkk	VERB	O
Sentence 600	eu	PRON	O
Sentence 600	te	VERB	O
Sentence 600	odeio	NOUN	O
Sentence 600	demais	ADV	O
Sentence 601	tudo	PRON	O
Sentence 601	lindo	VERB	O
Sentence 601	https://t.co/2K0aRidgch	PROPN	O
Sentence 602	tu	PROPN	O
Sentence 602	podia	AUX	O
Sentence 602	ser	VERB	O
Sentence 602	bem	ADV	O
Sentence 602	otario	ADJ	O
Sentence 602	p	ADP	O
Sentence 602	eu	PRON	O
Sentence 602	parar	VERB	O
Sentence 602	de	ADP	O
Sentence 602	gostar	VERB	O
Sentence 602	de	ADP	O
Sentence 602	ti	NUM	O
Sentence 602	...	PUNCT	O
Sentence 602	—	PROPN	O
Sentence 602	Kkkkkkkkkkkk	PROPN	O
Sentence 602	ah	PROPN	O
Sentence 602	mano	NOUN	O
Sentence 602	,	PUNCT	O
Sentence 602	eu	PRON	O
Sentence 602	n	NOUN	O
Sentence 602	sei	VERB	O
Sentence 602	o	X	O
Sentence 602	que	PRON	O
Sentence 602	falar	VERB	O
Sentence 602	né	PROPN	O
Sentence 602	https://t.co/fZVLk6D4fa	VERB	O
Sentence 603	Gostei	VERB	O
Sentence 603	de	ADP	O
Sentence 603	um	DET	O
Sentence 603	vídeo	NOUN	O
Sentence 603	@YouTube	PROPN	O
Sentence 603	https://t.co/dDEx9N6Dr1	PROPN	O
Sentence 603	Igu	PROPN	O
Sentence 603	-	PUNCT	O
Sentence 603	G	PROPN	O
Sentence 603	-	PUNCT	O
Sentence 603	Quan	PROPN	O
Sentence 603	II	PROPN	O
Sentence 604	De	ADP	O
Sentence 604	vacilo	NOUN	O
Sentence 604	em	ADP	O
Sentence 604	vacilo	NOUN	O
Sentence 604	o	DET	O
Sentence 604	sentimento	NOUN	O
Sentence 604	vai	AUX	O
Sentence 604	diminuindo	VERB	O
Sentence 604	,	PUNCT	O
Sentence 604	acho	VERB	O
Sentence 604	que	SCONJ	O
Sentence 604	o	DET	O
Sentence 604	meu	DET	O
Sentence 604	acabou	VERB	O
Sentence 605	Ba	PROPN	O
Sentence 605	só	ADV	O
Sentence 605	queria	AUX	O
Sentence 605	dormir	VERB	O
Sentence 605	agarrado	VERB	O
Sentence 605	essa	DET	O
Sentence 605	noite	NOUN	O
Sentence 605	,	PUNCT	O
Sentence 605	me	PRON	O
Sentence 605	ia	AUX	O
Sentence 605	era	VERB	O
Sentence 605	ouro	NOUN	O
Sentence 606	boa	ADJ	O
Sentence 606	noite	NOUN	O
Sentence 606	amores	NOUN	O
Sentence 607	Quase	ADV	O
Sentence 607	perdi	VERB	O
Sentence 607	a	DET	O
Sentence 607	unha	NOUN	O
Sentence 607	hoje	ADV	O
Sentence 607	na	PROPN	O
Sentence 607	van	PROPN	O
Sentence 607	,	PUNCT	O
Sentence 607	aquela	DET	O
Sentence 607	van	PROPN	O
Sentence 607	branca	PROPN	O
Sentence 607	não	ADV	O
Sentence 607	é	VERB	O
Sentence 607	de	ADP	O
Sentence 607	Deus	PROPN	O
Sentence 607	tenho	VERB	O
Sentence 607	certeza	NOUN	O
Sentence 608	E	PUNCT	O
Sentence 608	o	DET	O
Sentence 608	mor	NOUN	O
Sentence 608	foi	AUX	O
Sentence 608	dormir	VERB	O
Sentence 608	tbm	VERB	O
Sentence 608	,	PUNCT	O
Sentence 608	então	NOUN	O
Sentence 608	eu	PRON	O
Sentence 608	vou	AUX	O
Sentence 608	dormir	VERB	O
Sentence 609	Nunca	ADV	O
Sentence 609	magoe	VERB	O
Sentence 609	uma	DET	O
Sentence 609	pessoa	NOUN	O
Sentence 609	que	PRON	O
Sentence 609	seria	VERB	O
Sentence 609	capaz	ADJ	O
Sentence 609	de	ADP	O
Sentence 609	fazer	VERB	O
Sentence 609	tudo	PRON	O
Sentence 609	por	ADP	O
Sentence 609	você	NUM	O
Sentence 609	.	PUNCT	O
Sentence 610	@keyslon	PROPN	O
Sentence 610	AAAH	PROPN	O
Sentence 610	EU	PROPN	O
Sentence 610	NAO	PROPN	O
Sentence 610	TINHA	PROPN	O
Sentence 610	ESSAA	PROPN	O
Sentence 610	DHASUDA	NOUN	O
Sentence 610	MUITO	PROPN	O
Sentence 610	BOM	PROPN	O
Sentence 611	Globo	PROPN	B-organization
Sentence 611	Tira	PROPN	O
Sentence 611	Tv	PROPN	O
Sentence 611	Globinho	PROPN	O
Sentence 611	do	ADP	O
Sentence 611	ar	NOUN	O
Sentence 611	,	PUNCT	O
Sentence 611	depois	ADV	O
Sentence 611	tira	VERB	O
Sentence 611	o	DET	O
Sentence 611	site	NOUN	O
Sentence 611	ego	PROPN	B-organization
Sentence 611	do	ADP	O
Sentence 611	ar	NOUN	O
Sentence 611	,	PUNCT	O
Sentence 611	falta	VERB	O
Sentence 611	o	X	O
Sentence 611	que	PRON	O
Sentence 611	pra	ADP	O
Sentence 611	tirar	VERB	O
Sentence 611	do	ADV	O
Sentence 611	Ar	PROPN	O
Sentence 611	?	PUNCT	O
Sentence 611	Já	ADV	O
Sentence 611	sei	VERB	O
Sentence 611	a	DET	O
Sentence 611	emissora	NOUN	O
Sentence 611	do	ADP	O
Sentence 611	ar	NOUN	O
Sentence 611	.	PUNCT	O
Sentence 611	#	PROPN	O
Sentence 611	ObrigadoPorTudoEgo	PROPN	O
Sentence 612	não	ADV	O
Sentence 612	preciso	VERB	O
Sentence 612	de	ADP	O
Sentence 612	nada	PRON	O
Sentence 612	além	ADV	O
Sentence 612	de	ADP	O
Sentence 612	sobrancelha	NOUN	O
Sentence 612	feita	VERB	O
Sentence 612	sempre	ADV	O
Sentence 613	Faço	NOUN	O
Sentence 613	questão	NOUN	O
Sentence 613	de	ADP	O
Sentence 613	cafuné	PROPN	O
Sentence 613	,	PUNCT	O
Sentence 613	massagem	NOUN	O
Sentence 613	nos	PRON	O
Sentence 613	pés	NOUN	O
Sentence 613	e	CCONJ	O
Sentence 613	muitos	DET	O
