tweet_id	mensagem
|TWEET_ID|: 854211520070172673	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854211521190260736	|MENSAGEM|: Se sentir sozinha é a pior merda
|TWEET_ID|: 854211522335305728	|MENSAGEM|: @milong4 AAAAAAAAAAAAA, implicando que as pessoas não optem por momentos de imersão fora da realidade desde que o mundo é mundo, néan
|TWEET_ID|: 854211523035660289	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854211523241283584	|MENSAGEM|: alguem quer vir lol?
|TWEET_ID|: 854211524637995008	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854211525552353281	|MENSAGEM|: "nina vai se controlar dessa vez" uhum vai.......
|TWEET_ID|: 854211525636128768	|MENSAGEM|: @OjjOPC eu vou ficar esfregando o mamilo aqui

relaxa man
só to de zoas
|TWEET_ID|: 854211529029373952	|MENSAGEM|: Sant é um Deus 💘
|TWEET_ID|: 854211531403395073	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854211533085306880	|MENSAGEM|: Dormir é tão bom que eu nem sei porque não fui ainda
|TWEET_ID|: 854224908301123584	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854224911904022529	|MENSAGEM|: Gostei de um vídeo @YouTube https://t.co/2Vl7uv8JaV Da Cobra Na Lan House Ao Som De Sweet Dreams
|TWEET_ID|: 854224912504020992	|MENSAGEM|: @Tatocm Tato, o despreparo é imenso, tanto dá segurança, como do consumidor.
|TWEET_ID|: 854224913317732352	|MENSAGEM|: @fckuqueen melhor
|TWEET_ID|: 854224914693468163	|MENSAGEM|: vi uma foto sua com aquela roupa mas parecia que faltava alguma coisa
|TWEET_ID|: 854224915133865984	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854224916392103936	|MENSAGEM|: russao n fez isso
|TWEET_ID|: 854224917935644672	|MENSAGEM|: To com uma puta fome
|TWEET_ID|: 854224923635613697	|MENSAGEM|: Queria umas perguntinhas no curious
|TWEET_ID|: 854224925741248513	|MENSAGEM|: @JotaRemiggio @juhh_liiana Hahahahahaha as vezes só
|TWEET_ID|: 854224926714335232	|MENSAGEM|: Embalagem a vácuo é tão maneiro
|TWEET_ID|: 854224928157126656	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854224929910345728	|MENSAGEM|: Que grt fdp 😂😂😂😂😂😂😂😂 https://t.co/xW9T1Ay1gK
|TWEET_ID|: 854224931348992000	|MENSAGEM|: seu perfil foi visto por 2 pessoas na última hora https://t.co/C8mCJMQ4ip
|TWEET_ID|: 854224931931947012	|MENSAGEM|: @GaaAndrad Não é, confundi.
|TWEET_ID|: 854224936445120512	|MENSAGEM|: #SanatórioGeral Sabe q ainda há RETARDADOS-MENTAIS q acreditam nas bravatas vomitadas p ABUTRES do #PTquadrilha13. https://t.co/Ua6AgygX9f
|TWEET_ID|: 854224941029482496	|MENSAGEM|: Qual sua idade?
19
|TWEET_ID|: 854224941440536577	|MENSAGEM|: Assim tu me quebra meu querido
|TWEET_ID|: 854224943965364226	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854224945815146496	|MENSAGEM|: Deus me manda sono
|TWEET_ID|: 854224948101091328	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854224951469121536	|MENSAGEM|: Nunca é tão fácil perder-se quando se julga conhecer o caminho.
|TWEET_ID|: 854224953767579649	|MENSAGEM|: @TheBloodyLady_ Oi futura namorada
|TWEET_ID|: 854224958553247744	|MENSAGEM|: seu perfil foi visto por 7 pessoas nas últimas 5 horas https://t.co/AE0Daw3kZb
|TWEET_ID|: 854224959454969856	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854224959576698884	|MENSAGEM|: Porém é um filme de Diretor. Tem assinatura. Tem criatividade. Tem tudo. 
Tem Quentin Tarantino com as bolas derretendo, Sim!
|TWEET_ID|: 854224964198813697	|MENSAGEM|: @foimsm se eu não dormir eu morro na rua meu anjo
|TWEET_ID|: 854224965465501698	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854224966841241601	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854224970045673473	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854224972260278277	|MENSAGEM|: clã dos el fif
|TWEET_ID|: 854224972377706496	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854224973594054656	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854240230177558528	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854240231306006528	|MENSAGEM|: Bora para o banho pois a nossa agenda começa cedo...
|TWEET_ID|: 854240244715016192	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854240247844044800	|MENSAGEM|: @piticoo98 Eu trabalho e estudo baby 🤚🏻
|TWEET_ID|: 854240252986368000	|MENSAGEM|: Tô todo dia dormindo tardao
|TWEET_ID|: 854240255855271936	|MENSAGEM|: Eu já não tô com cabeça ainda vejo coisas q eu não queria ver, tmnc 😏😏😏
|TWEET_ID|: 854240261240573952	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854240264952655872	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854240266794012672	|MENSAGEM|: planejando encontros pra poder ver the last jedi
sim eu saio com pessoas só pra ver filmes
|TWEET_ID|: 854240267368620032	|MENSAGEM|: atualização de acessos no meu perfil https://t.co/xUc7OTiiQu
|TWEET_ID|: 854240267779530756	|MENSAGEM|: Gostei de um vídeo @YouTube https://t.co/gCBQDigqEc VS ZOMBIES HEROES #2 BATALHANDO CONTRA O ZUMBINFINITO!
|TWEET_ID|: 854240272150122496	|MENSAGEM|: 26 sinais de que você é a ovelha negra da sua família https://t.co/7T1z8Nkr6q
|TWEET_ID|: 854240273773322240	|MENSAGEM|: confira: https://t.co/fVTyqrKP92 @segvolta
|TWEET_ID|: 854240275165794304	|MENSAGEM|: falta 5eps pra terminar hxh estou como
|TWEET_ID|: 854240275308449794	|MENSAGEM|: @pingulinho Porra, o dia todo? Trabalho?
|TWEET_ID|: 854240276482752512	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854240284603035653	|MENSAGEM|: Mesmo engolindo arame farpado https://t.co/8vPkbqgIP7
|TWEET_ID|: 854240284716216321	|MENSAGEM|: I'm at Catamarã in Jaboatao dos guararapes https://t.co/UNH6cVDUM8
|TWEET_ID|: 854240285718487040	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854240289728364545	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854240291976613889	|MENSAGEM|: Só de passagem / dickson
|TWEET_ID|: 854240293826306048	|MENSAGEM|: como q consigo ter disposição pra sair nesse tempo???? olha essa chuvinha
|TWEET_ID|: 854240294753230848	|MENSAGEM|: Texto foda, curti mt, já virei fã!   Quebra-cabeça https://t.co/8mKVLKXnsE via @isabelaa_rocha
|TWEET_ID|: 854240297634734080	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854240300361023489	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854240302332338176	|MENSAGEM|: Só quero o final dessa semana logo....
|TWEET_ID|: 854240304597274624	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854240305117310976	|MENSAGEM|: Preciso ir ao médico ver essa tosse por que minha tia falou que é tosse seca e é grave 😥
|TWEET_ID|: 854240311442378752	|MENSAGEM|: e viu qe eu n tva nada bem, msm dormindo
|TWEET_ID|: 854240313916968960	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854240315426963458	|MENSAGEM|: às vezes fico pensando: eu acho que venho quebrando espelhos em várias vidas porque não é possível meus amigos
|TWEET_ID|: 854240320590159872	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854240323501006848	|MENSAGEM|: Só n pode amanhecer com chuva, se n da ruim...
|TWEET_ID|: 854240324503339008	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854240326751485952	|MENSAGEM|: Eu compartilho muita coisa no Facebook
|TWEET_ID|: 854240327573676033	|MENSAGEM|: final d semana vai ser chuva d mec
|TWEET_ID|: 854240332095139841	|MENSAGEM|: Vc vai na cozinha de madrugada tomar água e encontra o cachorro parecendo a luminária da Pixar https://t.co/hPCQYQqJSZ
|TWEET_ID|: 854240334288756736	|MENSAGEM|: Eu nunca pensei que eu chegaria ao ponto de ser assim.  https://t.co/Uxl3UwfBic
|TWEET_ID|: 854255641715716097	|MENSAGEM|: o seu perfil foi visto por 8 pessoas nas últimas 12 horas https://t.co/4zrMT0AocT
|TWEET_ID|: 854255642143600640	|MENSAGEM|: Em tudo q atrasa deixa a maré levar 🎶🎶
|TWEET_ID|: 854255643452203009	|MENSAGEM|: Agora na Clube 104.7: ZEZE DI CAMARGO &amp; LUCIANO - MADRUGADA EM MEU OLHAR
|TWEET_ID|: 854255644072980481	|MENSAGEM|: Tá namorando mano? — Fazer o que né😏 https://t.co/h5LtpsfEiP
|TWEET_ID|: 854255648942501890	|MENSAGEM|: Daria tudo pra não ir pra aula hoje
|TWEET_ID|: 854255654084558848	|MENSAGEM|: Gostei de um vídeo @YouTube https://t.co/77rJkvBqxC FAZER LIMPEZA EM GARRAFA DE CAFÉ
|TWEET_ID|: 854255654810341376	|MENSAGEM|: Estou me sentindo um zumbi
|TWEET_ID|: 854255656098033664	|MENSAGEM|: @Bothezo Palmas p quem inventou o famoso macarrão instantâneo
|TWEET_ID|: 854255658748661760	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854255659415519232	|MENSAGEM|: Gostei de um vídeo @YouTube https://t.co/rfcdEWk5mm REASONS WHY: Lord Huron - The Night We Met (LEGENDADO/TRADUÇÃO)
|TWEET_ID|: 854255665040306176	|MENSAGEM|: mt preguiça
|TWEET_ID|: 854255666940309504	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854255669754593280	|MENSAGEM|: Um sonho tão foda ... um sonho tão real q antes msmo de abrir meus olhos eu podia sentir vc aqui cmgo, eu pude sentir seu toque tão real.😖💔
|TWEET_ID|: 854255670195093505	|MENSAGEM|: #bomdia #avante #gratidao por mais esse dia Deus Pai!!!! @ Campos dos Goytacazes https://t.co/JTZdQCqMaC
|TWEET_ID|: 854255675412811776	|MENSAGEM|: Vladia é maravilhosa cara
|TWEET_ID|: 854255678017249280	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854255679275761664	|MENSAGEM|: QUAL O PROBLEMA DAS PESSOAS??? PAREM DE ME MANDAR SPOILER DE VELOZES E FURIOSOS 8 que inferno!!!!!
|TWEET_ID|: 854255679816728576	|MENSAGEM|: Corta pro dia 27.04 🎙🎼
|TWEET_ID|: 854255681217720320	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854255685508399104	|MENSAGEM|: não tem coisa melhor q acordar já ouvindo sua voz aaaaa
|TWEET_ID|: 854255686783561728	|MENSAGEM|: @Ronaldomachado_ @_biacorreias NOSSA QUE IMUNDO NOJENTO
|TWEET_ID|: 854255692722700288	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854255693829996544	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854255693876035584	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854255694790488064	|MENSAGEM|: Boa sorte para mim
|TWEET_ID|: 854267191528706048	|MENSAGEM|: Aiii Que Frioo _😑
|TWEET_ID|: 854267191889453056	|MENSAGEM|: Polícia Civil faz ação contra quadrilha suspeita de nove assassinatos no Grande Recife -  https://t.co/b4dX48SleB https://t.co/dCkqreCwHa
|TWEET_ID|: 854267192266895360	|MENSAGEM|: vcs que acorda de bom humor por favor respeita
|TWEET_ID|: 854267193047035904	|MENSAGEM|: E essa preguiça de ir pra escola com essa chuva chata
|TWEET_ID|: 854267193407799296	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854267195211251717	|MENSAGEM|: 💥💥ELAS VÃO‼️‼️

📢📢📢DIA 20 DE ABRIL VÉSPERA DE FERIADO 😍

💥💥💥💥VOCÊ PARTIU MEU CORAÇÃOOOO 🎶💔

✔️JURUPINGA LIBERADA PR… https://t.co/fQOE754lLI
|TWEET_ID|: 854267196071129089	|MENSAGEM|: ai gnt logo cedozzzzz
|TWEET_ID|: 854267196423495680	|MENSAGEM|: The latest  Diário Penha LDS/SUD News ! https://t.co/h2csZk4alE #mormon #lds
|TWEET_ID|: 854267197144915968	|MENSAGEM|: gente... preocupado, serasse ta rolando algum nude meu pela internet? tanto vinhado me adicionando no face..
|TWEET_ID|: 854267197732118528	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854267199875407872	|MENSAGEM|: Vou chegar atrasada por café segue normal
|TWEET_ID|: 854267199921553409	|MENSAGEM|: Menos fio terra, aí é sacanagem https://t.co/4RYDCk1Nro
|TWEET_ID|: 854267202920488960	|MENSAGEM|: Ma to dormindo ainda pqp
|TWEET_ID|: 854267203990020096	|MENSAGEM|: seu perfil foi visto por 5 pessoas nas últimas 6 horas https://t.co/6bUDzRs089
|TWEET_ID|: 854267204510121986	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854267207873900544	|MENSAGEM|: @niltonbandeira Tenho medo dessas coisas
|TWEET_ID|: 854267209857814528	|MENSAGEM|: Hoje eu não tô legal pra estudar
|TWEET_ID|: 854267210608586752	|MENSAGEM|: Se não for assim nem caso https://t.co/VxiSDtNnxk
|TWEET_ID|: 854267212856791040	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854267213108445185	|MENSAGEM|: Bom a todos amigos da TL https://t.co/lw5NruKe0h
|TWEET_ID|: 854267214140231680	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854267214387703808	|MENSAGEM|: 3 pessoas visualizaram seu perfil agora https://t.co/9EktiLCUvZ
|TWEET_ID|: 854267215100731392	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854267215717294080	|MENSAGEM|: Recebi um texto tão lindo agora que tô sorrindo atoa
|TWEET_ID|: 854267215805386752	|MENSAGEM|: E ainda sobre a Páscoa, não ganhei nada 🍫🐰
|TWEET_ID|: 854282555759222784	|MENSAGEM|: O PT roubava na prosub parte das propinas . Pq se alguém roubava o PT queria parte. A maior parte.
|TWEET_ID|: 854282556103163904	|MENSAGEM|: E bom dia com MTA preguiça. 

#Folga #Mereço 😌😴 https://t.co/dzyLuDUBAM
|TWEET_ID|: 854282557365661700	|MENSAGEM|: gnt, tirar ft cm a língua pra fora tm algum signficd ou é só pq vcs qrem msm? Fiquei mt curioso agr @MariiMotaa… https://t.co/WUsuTJzJUO
|TWEET_ID|: 854282557403410432	|MENSAGEM|: Queria ir pra Roma com minha tia 💔
|TWEET_ID|: 854282557428563972	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854282558972067840	|MENSAGEM|: Aquele famoso chocolate quente agora
|TWEET_ID|: 854282559139852288	|MENSAGEM|: @YosoyMilene Ontem nois montou um time separado ganhamos de 16x0 do time do interclasse 😧😧😧😧
|TWEET_ID|: 854282559886327808	|MENSAGEM|: Bancos encerram conta digital gratuita para vender mais serviços na agência https://t.co/tuHzxsqmfS
|TWEET_ID|: 854282560117112835	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854282560733630464	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854282562080051200	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854282562163945472	|MENSAGEM|: Hj eu to por postar foto
Se preparem-se
|TWEET_ID|: 854282562331652097	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854282563162173440	|MENSAGEM|: Governo ouviu críticas da população e cedeu na reforma. Uma vitória das mulheres. #BomDiaBrasil #Previdência  https://t.co/1JnQUEgQEN
|TWEET_ID|: 854282563703189505	|MENSAGEM|: Se me interna vou ficar putaaaaaaaa
|TWEET_ID|: 854282565057904641	|MENSAGEM|: Lá vamos nós fingir ser importante rssss #meeting #PoA @ Hotel… https://t.co/Ym5Gvps1nW
|TWEET_ID|: 854282565540335617	|MENSAGEM|: Agora sério, minhas nove mentiras e uma verdade:

1 - já matei um cara
2 - mas tudo bem, ele era meio escroto
3 -... https://t.co/B60gpMtucC
|TWEET_ID|: 854282565959770114	|MENSAGEM|: @lucas171ss Quer nada em
|TWEET_ID|: 854282566622470144	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854282566693781504	|MENSAGEM|: Sim kkk https://t.co/pdaoQljljK
|TWEET_ID|: 854282566911897600	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854282567339712512	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854282567738118144	|MENSAGEM|: Segue o baile bb rsss
|TWEET_ID|: 854282568723816448	|MENSAGEM|: Esse tempo ta tão bom
|TWEET_ID|: 854282568870617088	|MENSAGEM|: 12 QUESTÕES NA PROVA DE QUÍMICA PUTA QUE PARIU
|TWEET_ID|: 854282568883154944	|MENSAGEM|: Sobre essa semana: segura na mão de Deus e vai. (@ Centro Universitário Católico de Vitória - @salesiana) https://t.co/3lr9sgE0pZ
|TWEET_ID|: 854282569159979009	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854282569411678208	|MENSAGEM|: PANFLETO LOJA DE ROUPAS https://t.co/DSmsk0OZkC #logo #flyer #panfleto #cartaodevisita #design
|TWEET_ID|: 854282569558482944	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854282570099511296	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854282570460258304	|MENSAGEM|: Nação Ruralista: Inscrições para Casamento Coletivo começam nesta q... https://t.co/LS7VlGCGyq
|TWEET_ID|: 854282570665734144	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854282571051618304	|MENSAGEM|: Sigo firme na vida fitness, cheguei na faculdade e comi duas coxinhas e tomei um toddynho
|TWEET_ID|: 854282571286446080	|MENSAGEM|: Isso que eu to doente, quase morrendo de dor e tomando remédio mas ele não tá nem aí tem q levantar pra limpar algo
|TWEET_ID|: 854282571580149762	|MENSAGEM|: Eu tinha escrito não queiram
|TWEET_ID|: 854282571705921536	|MENSAGEM|: Tô no fundo do poço bebo de gutiguti, Mas uma coisa é certa se eu ligar dá merda, se eu ligar pra ela estrago a minha vida ou a vida dela 🎶
|TWEET_ID|: 854282571722653697	|MENSAGEM|: Pra compensar, a trilha teve delícias sonoras como @wado e Alessandra Leão, no cardápio dá @FreiCanecaFM. O dia começa mal, mas começa bem!
|TWEET_ID|: 854282571852767232	|MENSAGEM|: Perder boyzinho é ruim, mas perder fone de ouvido... 😭
|TWEET_ID|: 854282573064921089	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854282574319034368	|MENSAGEM|: Bom dia ❤  #jlle #joinville #atelier #atelie #klanns #moda #chemisier #tricot #sc #estilo… https://t.co/MmcnLMUzgk
|TWEET_ID|: 854282575241777153	|MENSAGEM|: @AlineComNutella Adoro trepar!
|TWEET_ID|: 854282575724007425	|MENSAGEM|: só vai ter recuperação agora e não tô em nada
|TWEET_ID|: 854282576407691264	|MENSAGEM|: Leicester x Atlético de Madrid vai ser o jogão da porra!
|TWEET_ID|: 854297919725469696	|MENSAGEM|: @salgueirofc Ele ganhou a torcida desde qdo chegou. Flou grosso, fez postura de líder, torcida carente de títulos a… https://t.co/royePkAchf
|TWEET_ID|: 854297919960346624	|MENSAGEM|: To deitada aqui no banco de trás do carro, descansando meu corpinho
|TWEET_ID|: 854297920392351744	|MENSAGEM|: Nao to me suportando
|TWEET_ID|: 854297920996335616	|MENSAGEM|: Acabei de ler a previsão do signo de Libra. Confira! https://t.co/1t5yE5iVVu
|TWEET_ID|: 854297921881288704	|MENSAGEM|: @folha_poder @requiaopmdb Cunha, aquele que o Temer disse na band que aprovou  o pseudo impeachment por vingança? O… https://t.co/8bgd4SAPjs
|TWEET_ID|: 854297924737675264	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854297926100807680	|MENSAGEM|: #MeRevoltoQuando tô de folga é mesmo assim acordo cedo
|TWEET_ID|: 854297926746726400	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854297926964793344	|MENSAGEM|: Luis Nassif: O Xadrez do Golpe https://t.co/1FOGsvNhU8 https://t.co/mDi0svZg2j
|TWEET_ID|: 854297927195521024	|MENSAGEM|: meu tio tá com raiva que eu sou são paulina e fica me mandando 10390330 razões para me levar de volta ao corinthianismo
|TWEET_ID|: 854297928902619137	|MENSAGEM|: ânimo 0 mlk
|TWEET_ID|: 854297929443663875	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854297929556930560	|MENSAGEM|: Claro, uma coisa não elimina outra: independente do serviço ser bom ou ruim, ele seria reajustado. Certo seria que fosse serviço excelente.
|TWEET_ID|: 854297929821163520	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854297930118959104	|MENSAGEM|: eu quero issooooooooooooooooooo https://t.co/Z1WwP1jqUb
|TWEET_ID|: 854297930441924608	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854297930815213568	|MENSAGEM|: Lista de doações à prefeitura tem de ovo de Páscoa a armas  https://t.co/Hh0oCjHcP0  #noticias
|TWEET_ID|: 854297930886524928	|MENSAGEM|: Temos que mudar tudo na política de praticas ao comportamento dos eleitores corruptos.
|TWEET_ID|: 854297931951767552	|MENSAGEM|: porque vocês qualquer coisa que digo vcs ficam "NOOOOOOOOOSSA PRA QUE ISSO?" vocês são chatos
|TWEET_ID|: 854297932262199298	|MENSAGEM|: #Campinas Boa dica! https://t.co/C4N2vU80Gm
|TWEET_ID|: 854297932551598080	|MENSAGEM|: @GBobra o que
|TWEET_ID|: 854297932555857920	|MENSAGEM|: @thatha_sv Eu também!
|TWEET_ID|: 854297932673294340	|MENSAGEM|: 14 ilustrações pesadas que revelam a maldade do mundo https://t.co/TjU5mGiMOe
|TWEET_ID|: 854297933159813120	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854297933625393152	|MENSAGEM|: A primeira-ministra escocesa gritou truco pro pedido de antecipação das eleições do Reino Unido https://t.co/pY6yqCcMKW
|TWEET_ID|: 854297934464266240	|MENSAGEM|: @obrunos Sério. Ele era lindo, combinava comigo em tudo, uma pessoa maravilhosa. Mas tinha pau de criança 😭
|TWEET_ID|: 854297936150372352	|MENSAGEM|: Ligueei pro meu tio diz ele q ta vindo aqui
|TWEET_ID|: 854297936922062849	|MENSAGEM|: maravilhosa @millenalmeida_
|TWEET_ID|: 854313281770725376	|MENSAGEM|: Quando a gente gosta é claro que a gente cuida.
|TWEET_ID|: 854313282013990912	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854313282638884865	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854313282865418240	|MENSAGEM|: minha vida eh muito parada
|TWEET_ID|: 854313282919845888	|MENSAGEM|: Gostei de um vídeo @YouTube https://t.co/bl3jIrDSVp: "Eu não tinha visto o Sergi Roberto" - ENTREVISTA EXCLUSIVA
|TWEET_ID|: 854313283687469062	|MENSAGEM|: @tinithom @viniciuscfp RFB não tem a autonomia que a PF tem, a ingerência política nos órgãos arrecadadores é brutal.
|TWEET_ID|: 854313284081725441	|MENSAGEM|: @WilliamV157 @sabuga_santos Olha só, estou indo na rua e não irei mexer no meu querido celular. Por tanto, bjs
|TWEET_ID|: 854313284551536640	|MENSAGEM|: atualização de acessos no meu perfil https://t.co/QDQZcA0E4Z
|TWEET_ID|: 854313284719316993	|MENSAGEM|: um dia realizarei meu sonho de ter dois cachorros chamados cachorro e outro cachorro
|TWEET_ID|: 854313285516054533	|MENSAGEM|: Chorei largado.
|TWEET_ID|: 854313285931479040	|MENSAGEM|: quem ai chama as pessoas de bb
|TWEET_ID|: 854313285973233664	|MENSAGEM|: Bom dia 🙌 
Vou adiantar a casa e a comida logo, quando o Davi acorda faço nada 😌
|TWEET_ID|: 854313287013498880	|MENSAGEM|: Época boa da minha vida era quando eu ia de ressaca e de pijama pro SENAI
|TWEET_ID|: 854313287269437440	|MENSAGEM|: Não adianta você querer prender as pessoas a você. Quem realmente quiser permanecer na sua vida, vai buscar encontrar uma maneira.
|TWEET_ID|: 854313287592402944	|MENSAGEM|: Arquivos da ONU sobre o Holocausto serão abertos ao público.

Historiadores estão a mil por hora.
|TWEET_ID|: 854313287860801536	|MENSAGEM|: Minhas pernas estão fracas!
|TWEET_ID|: 854313289635037184	|MENSAGEM|: eles fazem um corre doido
|TWEET_ID|: 854313289790234625	|MENSAGEM|: Só mais uma Kakakakka acordei animadadssssssssa https://t.co/p5iRYtXMU5
|TWEET_ID|: 854313289861537794	|MENSAGEM|: @xcarou só vou se tiver batata frita
|TWEET_ID|: 854313290444484608	|MENSAGEM|: Ser o obrigado a acompanhar o jogo do Bayern pelo tt 😂😌, msm assim bora Bayern 💙
|TWEET_ID|: 854313290721366016	|MENSAGEM|: - Nunca se sinta inferior a quem se acha melhor do que você. Pois a chuva, por mais alta que seja, sempre cai aos... https://t.co/8JNBoKlFHw
|TWEET_ID|: 854313291082027008	|MENSAGEM|: 3 pessoas visualizaram seu perfil agora https://t.co/SgxiOiT7nJ
|TWEET_ID|: 854313293044998144	|MENSAGEM|: status de visita: 7 pessoas viram esse perfil https://t.co/NXzXkNCI0L
|TWEET_ID|: 854313293250535424	|MENSAGEM|: Momento revoltada mas já passou
|TWEET_ID|: 854313293279887360	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854313294047453184	|MENSAGEM|: @dontfuckuplmj oq tá acontecendo?
|TWEET_ID|: 854313295377039363	|MENSAGEM|: Uau em desse jeito as 9vinha pira esse iPhone deve ter sido os OLHOS DA CARA ou melhor do cara https://t.co/0rEbQoedoZ
|TWEET_ID|: 854313295729369088	|MENSAGEM|: tudo que mais quero  https://t.co/FNr06W5sR6
|TWEET_ID|: 854313296136216576	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854313296245260290	|MENSAGEM|: Tenhoo https://t.co/vXk9yB5BFA
|TWEET_ID|: 854313296333242368	|MENSAGEM|: Vou vestir essa cara de cu até semana que vem.
|TWEET_ID|: 854313296484331521	|MENSAGEM|: Mas um dia de prova 😔😓😭
|TWEET_ID|: 854313296555651073	|MENSAGEM|: Que caráter querida ? Aquele que você não tem !!!
|TWEET_ID|: 854313296895324160	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854313297209905152	|MENSAGEM|: Amei!!
|TWEET_ID|: 854328646286409728	|MENSAGEM|: Eu fico bem magoada com isso, cara esse desafio é coisa séria e ela falando que só retardado faz isso.... .c
|TWEET_ID|: 854328646793875457	|MENSAGEM|: |SEM INFORMAÇÃO|
|TWEET_ID|: 854328647590793217	|MENSAGEM|: quero fzr maratona de scandal vem sexta feira
|TWEET_ID|: 854328648031019008	|MENSAGEM|: Gostei de um vídeo @YouTube https://t.co/bPCOUVeJe9 LENDAS DO LOLSKILL! - ft.Rakin
|TWEET_ID|: 854328648043778048	|MENSAGEM|: Quero comer mais n quero engorda 😢
Tô tentando evitar o sorvete dá geladeira mais tá dando não 😭😭😭
{\👑/}
( •_ • )
/づ🍦
